斯柯达 明锐 2010款 1.4TSI DSG逸俊版,2011年,8.0万公里,苏州,4.73万 ,17.48万
福特 蒙迪欧-致胜 2010款 2.3L 时尚型,2010年,12.8万公里,苏州,3.95万 ,19.52万
本田 思域 2016款 220TURBO CVT豪华版,2017年,6.0万公里,苏州,11.68万 ,15.19万
大众 尚酷 2015款 1.4TSI 风尚版(进口),2016年,4.8万公里,苏州,13.20万 ,24.18万
福特 翼虎 2013款 1.6L GTDi 两驱风尚型,2013年,10.9万公里,苏州,7.90万 ,23.64万
奇瑞 艾瑞泽5 2019款 改款Pro 1.5L CVT青春版 国VI,2019年,2.2万公里,苏州,5.65万 ,7.59万
哈弗M6 2018款 改款 1.5T DCT两驱精英型,2019年,1.6万公里,苏州,6.98万 ,8.79万
日产 天籁 2013款 2.0L XL舒适版,2015年,12.1万公里,苏州,10.38万 ,20.17万
丰田 卡罗拉 2017款 改款 1.6L 手动GL,2019年,1.5万公里,苏州,8.30万 ,11.48万
起亚 秀尔 2012款 1.6L AT GL,2012年,8.5万公里,苏州,4.50万 ,12.46万
现代ix25 2015款 1.6L 自动两驱智能型GLS,2017年,5.4万公里,苏州,7.88万 ,15.50万
日产 奇骏 2020款 2.0L CVT智联舒适版 2WD,2019年,1.9万公里,苏州,16.58万 ,21.63万
大众 朗逸 2011款 1.6L 手动品悠版,2012年,7.5万公里,苏州,4.50万 ,12.24万
奥迪TT 2011款 TT Coupe 2.0TFSI(进口),2012年,4.8万公里,苏州,14.80万 ,56.34万
别克 君威 2009款 2.0L 精英版,2009年,11.0万公里,苏州,3.80万 ,21.70万
大众 途观 2010款 2.0TSI 自动四驱菁英版,2011年,6.5万公里,苏州,9.18万 ,30.59万
雪佛兰 乐风 2010款 1.6AT格调版,2010年,10.0万公里,苏州,2.28万 ,11.06万
雪佛兰 科鲁兹 2012款 1.8L SE AT,2012年,4.9万公里,苏州,3.90万 ,14.86万
起亚 智跑 2011款 2.0L 自动两驱版GLS,2011年,9.6万公里,苏州,6.10万 ,20.93万
奔腾B50 2011款 1.6L 手动时尚型,2011年,9.1万公里,苏州,2.00万 ,10.18万
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,2015年,8.8万公里,苏州,10.38万 ,22.01万
大众 朗逸 2011款 1.6L 手动品悠版,2012年,6.5万公里,苏州,4.30万 ,12.24万
别克 君越 2013款 2.4L SIDI领先舒适型,2015年,4.5万公里,苏州,10.98万 ,25.61万
宝马3系 2010款 320i 时尚型,2010年,9.3万公里,苏州,7.53万 ,37.12万
奔驰C级 2010款 C 200K 时尚型,2010年,13.0万公里,苏州,7.80万 ,42.88万
猎豹CS10 2017款 2.0T 自动豪华型,2016年,8.6万公里,苏州,4.98万 ,14.09万
起亚K2 2017款 三厢 1.4L MT 15周年特别版GLS,2017年,2.0万公里,苏州,5.11万 ,8.46万
本田 飞度 2018款 1.5L CVT舒适天窗版,2018年,3.5万公里,苏州,7.88万 ,9.31万
奔驰GLK级 2014款 GLK 260 4MATIC 动感型,2014年,8.9万公里,苏州,20.60万 ,43.20万
雪佛兰 科鲁兹 2013款 1.6L SE MT,2013年,14.9万公里,苏州,2.98万 ,13.01万
别克 君越 2010款 2.4L豪华版,2010年,10.0万公里,苏州,5.50万 ,29.62万
丰田 卡罗拉 2014款 1.6L CVT GL-i,2016年,3.6万公里,苏州,8.38万 ,13.87万
东南 V3菱悦 2009款 1.5L 手动旗舰升级版,2010年,11.6万公里,苏州,1.58万 ,7.79万
福特 蒙迪欧-致胜 2011款 2.3L 豪华型,2012年,10.9万公里,苏州,4.40万 ,21.14万
别克 君威 2014款 1.6T 时尚技术型,2014年,8.7万公里,苏州,7.80万 ,21.70万
本田 思域 2009款 1.8L 自动经典版,2011年,10.5万公里,苏州,4.60万 ,14.96万
奥迪A5 2010款 2.0TFSI Sportback 舒适型(进口),2010年,15.3万公里,苏州,12.80万 ,53.61万
奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,2014年,10.5万公里,苏州,18.68万 ,47.54万
斯柯达 明锐 2010款 1.4TSI DSG逸俊版,2011年,8.0万公里,苏州,4.73万 ,17.48万
福特 蒙迪欧-致胜 2010款 2.3L 时尚型,2010年,12.8万公里,苏州,3.95万 ,19.52万
本田 思域 2016款 220TURBO CVT豪华版,2017年,6.0万公里,苏州,11.68万 ,15.19万
大众 尚酷 2015款 1.4TSI 风尚版(进口),2016年,4.8万公里,苏州,13.20万 ,24.18万
奇瑞 艾瑞泽5 2019款 改款Pro 1.5L CVT青春版 国VI,2019年,2.2万公里,苏州,5.48万 ,7.59万
哈弗M6 2018款 改款 1.5T DCT两驱精英型,2019年,1.6万公里,苏州,6.98万 ,8.79万
日产 天籁 2013款 2.0L XL舒适版,2015年,12.1万公里,苏州,10.38万 ,20.17万
现代ix25 2015款 1.6L 自动两驱智能型GLS,2017年,5.4万公里,苏州,7.88万 ,15.50万
大众 朗逸 2011款 1.6L 手动品悠版,2012年,7.5万公里,苏州,4.50万 ,12.24万
奔驰C级 2013款 C 180 经典型 Grand Edition,2014年,14.3万公里,苏州,13.00万 ,34.19万
奥迪A4L 2013款 35 TFSI 自动标准型,2013年,5.5万公里,苏州,13.58万 ,33.63万
江淮 瑞风S3 2014款 1.5L CVT豪华智能型,2015年,5.2万公里,苏州,4.38万 ,9.20万
日产 逍客 2012款 2.0XV 雷 CVT 2WD,2013年,11.0万公里,苏州,7.19万 ,19.63万
雷克萨斯CT 2014款 CT200h 舒适版 单色,2017年,3.0万公里,苏州,17.50万 ,32.02万
丰田 卡罗拉 2018款 1.2T S-CVT GL智享版,2019年,3.2万公里,苏州,9.80万 ,13.11万
本田 缤智 2016款 1.8L CVT两驱先锋型,2017年,8.9万公里,苏州,11.68万 ,16.69万
起亚 智跑 2012款 2.0L 自动两驱版GLS,2014年,8.7万公里,苏州,7.50万 ,20.93万
大众 朗境 2016款 230TSI DSG豪华版,2017年,4.3万公里,苏州,10.80万 ,18.66万
宝马X1 2014款 sDrive18i 时尚型,2014年,4.3万公里,苏州,13.90万 ,30.94万
福特 福克斯 2019款 三厢 EcoBoost 180 自动锋耀型,2019年,0.9万公里,苏州,10.60万 ,16.37万
宝马3系 2016款 320Li 进取型,2016年,5.4万公里,苏州,20.80万 ,35.36万
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,2016年,7.0万公里,苏州,25.00万 ,32.00万
丰田 亚洲龙 2019款 双擎 2.5L XLE尊贵版 国VI,2019年,3.2万公里,苏州,23.60万 ,27.98万
现代 悦纳 2016款 1.4L 自动活力版SPORT,2017年,4.0万公里,苏州,5.68万 ,9.86万
大众 高尔夫 2018款 230TSI 自动豪华型,2018年,2.9万公里,苏州,11.80万 ,18.01万
大众 捷达 2017款 1.5L 自动时尚型,2017年,5.0万公里,苏州,5.78万 ,10.38万
大众 途安 2015款 1.4T 自动舒适版5座,2016年,6.7万公里,苏州,8.80万 ,18.65万
大众 凌渡 2017款 280TSI DSG舒适版,2017年,4.4万公里,苏州,11.00万 ,19.96万
本田 飞度 2014款 1.5L LX CVT舒适型,2016年,3.3万公里,苏州,6.50万 ,8.88万
日产 天籁 2013款 2.0L XL舒适版,2014年,10.0万公里,苏州,10.19万 ,20.17万
马自达CX-7 2014款 2.5L 2WD 尊贵版,2014年,9.9万公里,苏州,8.80万 ,26.46万
马自达 阿特兹 2017款 2.0L 蓝天豪华版,2017年,5.3万公里,苏州,12.90万 ,20.60万
奥迪A1 2012款 1.4 TFSI Ego(进口),2012年,8.3万公里,苏州,7.30万 ,27.12万
大众 高尔夫·嘉旅 2016款 230TSI 自动进取型,2017年,4.4万公里,苏州,10.58万 ,18.12万
大众POLO 2016款 1.6L 自动舒适型,2018年,1.5万公里,苏州,7.68万 ,11.28万
本田 思域 2016款 220TURBO CVT豪华版,2019年,2.6万公里,苏州,12.80万 ,15.19万
斯柯达 昕锐 2016款 1.6L 手动前行版,2016年,4.2万公里,苏州,4.40万 ,9.22万
标致308 2012款 1.6L 手动优尚型,2012年,14.0万公里,苏州,2.68万 ,11.28万
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V,2018年,2.2万公里,苏州,9.80万 ,13.45万
大众 宝来 2018款 1.5L 自动时尚型,2019年,2.3万公里,苏州,8.38万 ,13.00万
别克 英朗 2017款 15N 手动精英型,2017年,4.7万公里,苏州,5.55万 ,12.69万
日产 纳瓦拉 2017款 2.5L自动四驱豪华版QR25,2019年,2.3万公里,苏州,14.50万 ,20.39万
大众 桑塔纳 2017款 浩纳 1.6L 自动风尚版,2018年,3.4万公里,苏州,7.30万 ,11.71万
奥迪A5 2014款 Sportback 45 TFSI(进口),2015年,8.8万公里,苏州,21.50万 ,54.25万
本田 思域 2016款 220TURBO CVT豪华版,2018年,4.3万公里,苏州,12.30万 ,15.19万
起亚KX CROSS 2017款 1.4L AT GLS,2018年,2.3万公里,苏州,6.80万 ,9.32万
大众 T-ROC探歌 2019款 230TSI DSG两驱进取型 国V,2019年,4.8万公里,苏州,11.30万 ,16.91万
马自达 昂克赛拉 2014款 三厢 1.5L 自动舒适型,2015年,4.3万公里,苏州,6.88万 ,13.67万
别克GL8 2017款 ES 28T 尊享型 国V,2017年,4.9万公里,苏州,26.80万 ,35.81万
奔驰B级 2012款 B 180(进口),2014年,6.2万公里,苏州,11.58万 ,30.18万
启辰D60 2019款 十万荣耀 1.6L XL CVT辰酷版 国V,2019年,3.2万公里,苏州,7.68万 ,9.96万
日产 奇骏 2014款 2.5L CVT豪华版 4WD,2016年,6.4万公里,苏州,15.30万 ,25.92万
起亚K3 2017款 1.6L 自动15周年特别版GLS,2018年,2.2万公里,苏州,7.98万 ,12.90万
荣威RX3 2018款 1.6L 手动互联网智享版,2019年,4.7万公里,苏州,6.00万 ,11.27万
别克GL8 2017款 ES 28T 豪华型 国V,2017年,2.3万公里,苏州,28.38万 ,40.15万
雪佛兰 2015款 赛欧3 1.5L 手动理想天窗版,2017年,4.6万公里,苏州,3.98万 ,7.37万
马自达 阿特兹 2015款 2.5L 蓝天运动版,2016年,6.8万公里,苏州,13.60万 ,21.69万
日产 奇骏 2017款 2.0L CVT舒适版 2WD,2018年,4.3万公里,苏州,15.60万 ,21.36万
奥迪Q3 2013款 35 TFSI 舒适型,2014年,6.9万公里,苏州,13.98万 ,34.30万
别克 君威 2017款 GS 28T 尊贵型,2018年,6.4万公里,苏州,16.98万 ,29.29万
奥迪A4L 2017款 40 TFSI 时尚型,2017年,6.1万公里,苏州,22.58万 ,36.88万
斯柯达 明锐 2017款 1.6L 自动智行版,2017年,3.3万公里,苏州,8.18万 ,16.49万
宝马3系 2018款 320i M运动套装,2018年,5.8万公里,苏州,23.38万 ,34.39万
宝骏310 2017款 1.5L 手动豪华型,2017年,3.3万公里,苏州,3.30万 ,5.84万
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,2016年,4.3万公里,苏州,11.38万 ,20.60万
宝马X1 2012款 sDrive18i豪华型(进口),2012年,11.9万公里,苏州,10.50万 ,39.84万
宝马1系 2018款 改款 118i 运动型,2019年,0.4万公里,苏州,15.50万 ,24.51万
标致308 2014款 乐享版 经典 1.6L 自动优尚型,2015年,7.9万公里,苏州,4.98万 ,12.58万
本田CR-V 2012款 2.0L 两驱都市版,2012年,14.8万公里,苏州,10.50万 ,21.04万
特斯拉 Model 3 2020款 标准续航后驱升级版,2020年,0.2万公里,苏州,24.50万 ,31.67万
奔驰C级 2016款 C 200 L 运动型,2016年,12.6万公里,苏州,22.80万 ,38.40万
起亚 智跑 2016款 2.0L 自动两驱版DLX,2018年,3.6万公里,苏州,10.80万 ,19.30万
斯柯达 明锐 2013款 1.4TSI DSG逸俊版,2012年,10.6万公里,苏州,5.18万 ,17.68万
雷诺 科雷傲 2017款 2.0L 两驱领先版,2018年,8.1万公里,苏州,11.96万 ,20.93万
保时捷Cayman 2013款 Cayman 2.7L,2016年,2.1万公里,苏州,48.00万 ,78.91万
别克 英朗 2018款 15T 双离合精英型 国V,2018年,6.8万公里,苏州,6.30万 ,13.77万
大众 宝来 2017款 1.6L 自动舒适型,2017年,4.0万公里,苏州,8.52万 ,14.31万
福特 探险者 2020款 EcoBoost 285 四驱钛金版 6座,2020年,1.6万公里,苏州,33.80万 ,39.06万
大众 捷达 2015款 1.4L 手动时尚型,2016年,6.1万公里,苏州,4.35万 ,8.99万
雷诺 科雷傲 2017款 2.0L 两驱领先版,2017年,5.9万公里,苏州,11.28万 ,20.93万
马自达 阿特兹 2020款 2.5L 蓝天尊崇版,2020年,1.6万公里,苏州,18.28万 ,23.75万
马自达 阿特兹 2014款 2.5L 蓝天尊崇版,2015年,12.2万公里,苏州,12.20万 ,23.42万
宝马5系 2014款 525Li 豪华设计套装,2015年,15.6万公里,苏州,26.90万 ,54.23万
宝骏730 2015款 1.8L 手动舒适ESP版 7座,2015年,8.6万公里,苏州,4.28万 ,9.10万
英菲尼迪Q50L 2016款 2.0T 进取版,2016年,6.5万公里,苏州,17.68万 ,34.71万
玛莎拉蒂Ghibli 2018款 改款 3.0T 标准版,2018年,3.5万公里,苏州,67.88万 ,95.61万
本田XR-V 2015款 1.8L EXi  CVT舒适版,2016年,4.8万公里,苏州,10.88万 ,16.26万
奔驰C级 2013款 C 180 经典型 Grand Edition,2014年,4.5万公里,苏州,14.58万 ,34.19万
大众 高尔夫 2019款 280TSI DSG舒适型 国V,2019年,2.2万公里,苏州,11.99万 ,16.63万
丰田 YARiS L 致炫 2015款 1.5E 自动魅动版,2016年,5.2万公里,苏州,6.35万 ,9.31万
福特 锐界 2016款 EcoBoost 245 四驱豪锐型 7座,2017年,5.5万公里,苏州,20.58万 ,34.71万
MINI Coupe 2012款 1.6L COOPER,2012年,5.4万公里,苏州,12.80万 ,34.52万
宝马5系新能源 2019款 530Le 先锋版,2019年,2.1万公里,苏州,41.00万 ,58.28万
大众 凌渡 2018款 230TSI DSG风尚版,2018年,2.7万公里,苏州,10.98万 ,17.36万
奔驰A级 2017款 A 200 时尚型(进口),2017年,4.2万公里,苏州,16.00万 ,30.72万
奥迪A6L 2015款 TFSI 百万纪念智领型,2016年,11.0万公里,苏州,24.80万 ,43.22万
Smart smart fortwo 2012款 1.0 MHD 硬顶激情版,2016年,5.3万公里,苏州,6.99万 ,14.98万
长安 逸动 2016款 1.6L 手动风尚型,2017年,5.5万公里,苏州,4.90万 ,7.59万
本田 艾力绅 2016款 2.4L 豪华版,2016年,8.3万公里,苏州,24.30万 ,31.78万
雪佛兰 迈锐宝 2018款 530T 自动豪华版,2018年,6.9万公里,苏州,9.60万 ,19.53万
丰田 普拉多 2014款 4.0L 自动TX-L NAVI,2015年,10.0万公里,苏州,49.50万 ,65.35万
丰田 普拉多 2012款 2.7L自动（平行进口）,2013年,15.1万公里,苏州,29.68万 ,
奔驰C级 2016款 C 200 L 运动型,2016年,7.8万公里,苏州,22.20万 ,38.40万
奔驰GLC级 2019款 GLC 200 4MATIC 轿跑SUV(进口),2019年,1.2万公里,苏州,38.80万 ,49.15万
宝马5系 2018款 530Li xDrive 豪华套装,2017年,4.9万公里,苏州,38.90万 ,54.15万
吉利 帝豪GL 2017款 1.3T 自动精英型,2017年,5.1万公里,苏州,5.88万 ,10.62万
奥迪Q2L 2018款 35TFSI 上市专享版 国V,2019年,1.0万公里,苏州,17.18万 ,23.75万
MINI 2016款 1.5T COOPER 先锋派,2017年,0.8万公里,苏州,18.60万 ,28.42万
日产 骐达 2011款 1.6L 手动智能型,2013年,9.2万公里,苏州,5.50万 ,12.52万
MINI 2016款 1.2T ONE 先锋派,2017年,2.8万公里,苏州,16.88万 ,22.45万
沃尔沃XC60 2020款 T5 四驱智远豪华版,2019年,6.7万公里,苏州,29.38万 ,45.58万
本田 飞度 2016款 1.5L LX CVT舒适型,2017年,3.5万公里,苏州,6.80万 ,8.88万
别克GL8 2017款 25S 尊贵型 国V,2018年,4.0万公里,苏州,21.00万 ,29.30万
凯迪拉克XT5 2020款 28T 豪华型,2020年,2.5万公里,苏州,27.48万 ,37.96万
福特 野马 2014款 2.3T 自动（平行进口）,2015年,4.3万公里,苏州,23.58万 ,
福特 2017款 3.5T 猛禽性能劲化版(进口),2017年,6.6万公里,苏州,53.58万 ,74.01万
宝马5系 2014款 520Li 典雅型,2014年,13.3万公里,苏州,20.98万 ,47.28万
奔驰 奔驰GLS级  3.0T 450(平行进口)  ,2018年,5.9万公里,苏州,79.98万 ,
奔驰GLA级 2017款 GLA 200 动感型,2017年,6.2万公里,苏州,16.98万 ,29.50万
别克 昂科威 2019款 28T 四驱精英型 国V,2019年,2.7万公里,苏州,16.96万 ,26.04万
宝马X1 2012款 sDrive18i豪华型(进口),2013年,14.0万公里,苏州,10.38万 ,39.84万
传祺GS8 2017款 320T 两驱豪华智联版（七座）,2018年,3.5万公里,苏州,13.50万 ,19.84万
大众CC 2020款 330TSI 华颜版 国VI,2019年,3.6万公里,苏州,20.80万 ,26.79万
大众 甲壳虫 2018款 180TSI 沙丘越野版(进口),2018年,2.1万公里,苏州,17.90万 ,22.77万
捷豹XJ 2012款 XJL 5.0 全景奢华版,2013年,12.3万公里,苏州,32.20万 ,224.48万
标致408 2019款 360THP 自动豪华版 国VI,2019年,2.7万公里,苏州,9.98万 ,16.25万
长安 奔奔mini 2010款 1.0L 手动舒适型,2012年,4.6万公里,苏州,4.00万 ,
传祺GM8 2018款 320T 旗舰版,2018年,3.0万公里,苏州,18.98万 ,28.20万
大众 迈腾 2012款 改款 1.8TSI 领先型,2012年,7.9万公里,苏州,8.58万 ,23.86万
奥迪A6L 2014款 TFSI 标准型,2014年,13.5万公里,苏州,25.00万 ,44.48万
吉利 帝豪GS 2018款 运动版 1.4T 自动领尚型,2018年,2.7万公里,苏州,7.20万 ,10.94万
宝马5系 2020款 530Li 尊享型 M运动套装,2020年,2.8万公里,苏州,47.80万 ,55.02万
凯迪拉克XT5 2016款 25T 技术型,2017年,6.7万公里,苏州,21.48万 ,39.07万
现代 途胜 2009款 2.0L 自动两驱天窗型,2010年,15.1万公里,苏州,3.60万 ,19.95万
长安CS35 2017款 1.6L 手动豪华型,2018年,2.2万公里,苏州,5.30万 ,7.37万
斯柯达 昕动 2014款 1.6L 自动悦享版,2014年,7.9万公里,苏州,5.50万 ,11.93万
现代 领动 2016款 1.6L 自动智炫·精英型,2018年,3.8万公里,苏州,8.80万 ,13.00万
宝马3系 2019款 320Li 时尚型,2019年,2.6万公里,苏州,25.98万 ,34.39万
别克GL8 2017款 ES 28T 豪华型 国V,2019年,3.7万公里,苏州,32.50万 ,40.15万
马自达CX-4 2021款 2.5L 自动四驱蓝天激情版,2020年,0.8万公里,苏州,17.98万 ,21.25万
奥迪A6L 2018款 30周年年型 35 TFSI 时尚型,2018年,4.5万公里,苏州,29.88万 ,45.35万
标致408 2013款 2.0L 自动舒适版,2014年,9.8万公里,苏州,4.28万 ,15.62万
大众 速腾 2015款 230TSI 自动豪华型,2016年,8.7万公里,苏州,9.48万 ,18.54万
福特 野马 2017款 2.3T 性能版(进口),2017年,7.6万公里,苏州,25.58万 ,43.07万
奔驰C级 2017款 C 200 L 运动版,2017年,3.8万公里,苏州,25.50万 ,38.40万
大众 宝来 2019款 改款 1.5L 手动时尚型 国VI,2019年,5.0万公里,苏州,7.70万 ,12.05万
别克 英朗 2015款 15N 自动精英型,2016年,5.0万公里,苏州,6.68万 ,13.77万
荣威e550 2016款 尊享版,2016年,2.3万公里,苏州,7.19万 ,26.03万
标致408 2011款 1.6L 自动舒适版,2011年,11.2万公里,苏州,3.38万 ,14.53万
宝马3系 2017款 320Li 时尚型,2017年,7.8万公里,苏州,23.80万 ,35.38万
领克02 2018款 1.5T DCT两驱劲版 国V,2018年,3.2万公里,苏州,12.28万 ,15.17万
保时捷718 2016款 Cayman 2.0T,2018年,1.9万公里,苏州,59.80万 ,63.83万
MG 锐行 2015款 1.4TGI TST双离合豪华版,2015年,5.7万公里,苏州,5.08万 ,13.99万
长安CS75 2014款 2.0L 手动豪华型 国IV,2016年,6.0万公里,苏州,5.75万 ,12.79万
大众 桑塔纳 2015款 浩纳 1.6L 自动风尚型,2015年,5.8万公里,苏州,5.78万 ,11.60万
本田XR-V 2015款 1.8L VTi CVT豪华版,2015年,5.9万公里,苏州,10.98万 ,17.67万
现代 菲斯塔 2019款 280TGDi 运动版 国VI,2019年,1.4万公里,苏州,10.80万 ,14.52万
宝马3系GT 2019款 320i M运动套装(进口),2020年,2.2万公里,苏州,29.80万 ,39.06万
大众 凌渡 2019款 230TSI DSG风尚版 国V,2019年,4.4万公里,苏州,10.70万 ,16.92万
宝马X1 2016款 sDrive18Li 尊享型,2016年,5.4万公里,苏州,17.00万 ,33.22万
奔驰C级 2018款 C 200 成就特别版,2018年,3.6万公里,苏州,24.98万 ,34.39万
奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型,2018年,2.8万公里,苏州,14.50万 ,20.68万
沃尔沃XC60 2017款 T5 AWD 个性运动升级版,2018年,5.2万公里,苏州,23.80万 ,47.75万
长安欧尚 2019款 1.5L欧诺S基本型国VIJL473QG,2020年,2.3万公里,苏州,4.10万 ,5.31万
大众 帕萨特 2015款 1.4TSI DSG尊荣版,2016年,7.8万公里,苏州,10.68万 ,22.66万
沃尔沃XC60新能源 2020款 T8 E驱混动 智远运动版,2020年,1.1万公里,苏州,39.80万 ,57.30万
东南 V3菱悦 2012款 1.5L 手动豪华版,2012年,9.7万公里,苏州,1.69万 ,7.25万
丰田 雷凌 2019款 185T CVT豪华版 国VI,2020年,1.0万公里,苏州,11.40万 ,14.09万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2016年,4.1万公里,苏州,7.47万 ,13.56万
本田 锋范经典 2012款 1.5L 自动精英版,2015年,3.1万公里,苏州,5.50万 ,11.92万
起亚K5 2015款 2.0L 自动GL,2016年,7.9万公里,苏州,7.85万 ,18.21万
Smart smart fortwo 2018款 1.0L 52千瓦硬顶灵动版 国V,2018年,2.8万公里,苏州,9.30万 ,12.35万
五菱荣光V 2016款 1.2L实用型,2017年,5.3万公里,苏州,3.88万 ,4.21万
大众POLO 2012款 1.6L Cross POLO AT,2013年,9.7万公里,苏州,6.60万 ,13.67万
奥迪A3 2015款 Sportback 40 TFSI 自动舒适型,2015年,7.1万公里,苏州,12.58万 ,28.83万
大众 高尔夫 2011款 1.6 自动舒适型,2011年,9.0万公里,苏州,5.00万 ,15.17万
奥迪Q5 2017款 Plus 40 TFSI 技术型,2018年,6.8万公里,苏州,28.80万 ,46.41万
日产 骐达 2011款 1.6L 手动舒适型,2013年,7.2万公里,苏州,4.68万 ,11.43万
本田 雅阁 2016款 2.0L 舒适版,2016年,5.4万公里,苏州,15.99万 ,19.52万
本田 思域 2019款 220TURBO CVT燃动版 国VI,2019年,1.8万公里,苏州,13.80万 ,15.84万
哈弗H6 2017款 红标 运动版 1.5T 自动两驱豪华型,2017年,7.3万公里,苏州,7.98万 ,13.00万
现代 名图 2017款 1.8L 自动智能型GLS 国V,2018年,3.0万公里,苏州,9.68万 ,16.26万
五菱荣光V 2016款 1.2L标准型,2016年,8.7万公里,苏州,2.90万 ,4.65万
斯柯达 晶锐 2015款 1.4L 自动前行版,2015年,7.2万公里,苏州,4.86万 ,8.67万
长安CS15 2016款 1.5L 自动时尚版,2017年,4.8万公里,苏州,4.60万 ,7.48万
奔驰CLA级 2020款 CLA 200(进口),2021年,0.5万公里,苏州,32.30万 ,32.54万
江淮 瑞风 2012款 2.0L穿梭时光版HFC4GA3,2013年,8.3万公里,苏州,2.98万 ,9.23万
奥迪Q3 2019款 35 TFSI 进取动感型,2020年,0.8万公里,苏州,22.68万 ,29.50万
奔驰A级 2019款 A 180 L 运动轿车,2019年,3.0万公里,苏州,19.38万 ,24.94万
本田 雅阁 2018款 锐·混动 2.0L 锐酷版 国VI,2020年,1.8万公里,苏州,18.80万 ,21.69万
雷克萨斯CT 2017款 CT200h 精英版 单色 国VI,2019年,1.5万公里,苏州,18.90万 ,23.34万
起亚K2 2015款 三厢 1.4L AT版,2017年,5.3万公里,苏州,5.60万 ,9.00万
奔驰CLA级 2016款 CLA 220 4MATIC(进口),2016年,2.6万公里,苏州,20.98万 ,34.52万
奔驰CLA级 2018款 CLA 200 时尚型(进口),2018年,1.4万公里,苏州,23.20万 ,29.83万
丰田 威驰 2014款 1.5L 自动智臻版,2014年,5.3万公里,苏州,5.28万 ,9.53万
奔驰GLK级 2011款 GLK 300 4MATIC 动感型(进口),2011年,18.2万公里,苏州,12.98万 ,48.63万
奔驰S级 2008款 S 350 L 4MATIC(进口),2009年,15.0万公里,苏州,18.80万 ,157.18万
宝马3系 2018款 318Li,2018年,6.8万公里,苏州,22.88万 ,33.63万
奔驰C级 2019款 C 260 运动版,2019年,2.1万公里,苏州,28.80万 ,33.74万
奔驰E级 2010款 E 350 敞篷版(进口),2011年,12.0万公里,苏州,22.80万 ,97.48万
现代 朗动 2016款 1.6L 自动智能型,2017年,4.6万公里,苏州,7.10万 ,12.57万
