都市东区采光与视野好 挑高 带大露台 居家选择,"都市花园东区 ,湖西CBD",4室2厅 | 156.6平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,38人关注 / 26天以前发布,"近,地,铁",679万,单价43359元/平米,https://su.lianjia.com/ershoufang/107103656350.html
新上 融城花园拎包入住 采光无影响 轻轨繁花 全新装修,"金辉融侨城 ,活力岛",3室2厅 | 98.52平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,18人关注 / 9天以前发布,"近,地,铁",225.5万,单价22889元/平米,https://su.lianjia.com/ershoufang/107103736026.html
通风采光好 ， 全明户型 ，房子 满两年，业主诚心出售,"滨江裕花园 ,花桥",3室2厅 | 95.22平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,2人关注 / 4天以前发布,"V,R,看,装,修",195万,单价20479元/平米,https://su.lianjia.com/ershoufang/107103769022.html
新上 三元二村70多平3房 全明户型 一梯二户,"三元二村 ,金门",3室1厅 | 73.46平米 | 南 | 简装 | 6层  | 板楼,6人关注 / 8天以前发布,"近,地,铁",175万,单价23823元/平米,https://su.lianjia.com/ershoufang/107103740729.html
地铁口，万科精装三房，业主诚售！,"万科北宸之光 ,活力岛",3室2厅 | 83.31平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,9人关注 / 6天以前发布,"V,R,看,装,修",215万,单价25808元/平米,https://su.lianjia.com/ershoufang/107103747869.html
鼎尚花园，中间楼层，精装修，满五年，带自行车库！！,"鼎尚花园(姑苏区) ,平江新城",2室1厅 | 78.45平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,3人关注 / 7天以前发布,"V,R,房,源",218万,单价27789元/平米,https://su.lianjia.com/ershoufang/107103745773.html
东环06年房龄 标准三房 采光无遮挡 带独立车库 双平江,"嘉吴苑 ,娄门",2室2厅 | 79.94平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,2人关注 / 14天以前发布,"V,R,房,源",249万,单价31149元/平米,https://su.lianjia.com/ershoufang/107103712798.html
驿东苑 全新装修正气三房 诚心出售,"驿东苑 ,胥江",3室2厅 | 108.1平米 | 南 | 精装 | 低楼层(共23层)  | 板楼,14人关注 / 14天以前发布,"V,R,看,装,修",288万,单价26642元/平米,https://su.lianjia.com/ershoufang/107103712023.html
婚装房子保养的很好，楼层好视野佳，万科开发品质小区,"万科城 ,木渎",2室1厅 | 80.78平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,3人关注 / 6天以前发布,"V,R,看,装,修",186万,单价23026元/平米,https://su.lianjia.com/ershoufang/107103749666.html
万科未来之城 3室2厅 南 北,"万科未来之城 ,玉山高新区",3室2厅 | 89.82平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 板楼,3人关注 / 5天以前发布,"V,R,房,源",133万,单价14808元/平米,https://su.lianjia.com/ershoufang/107103761643.html
地铁口，万科精装三房。业主诚售！,"万科北宸之光 ,活力岛",3室2厅 | 83.32平米 | 南 北 | 精装 | 低楼层(共34层)  | 塔楼,19人关注 / 13天以前发布,"V,R,房,源",213万,单价25565元/平米,https://su.lianjia.com/ershoufang/107103718086.html
复式公寓，挑高5.8米，业主自住，精装修家电家具全留,"港龙财智国际（吴中） ,城南",2室1厅 | 43.14平米 | 西 | 精装 | 高楼层(共18层)  | 板楼,2人关注 / 7天以前发布,"V,R,房,源",74.5万,单价17270元/平米,https://su.lianjia.com/ershoufang/107103745185.html
新区狮山地铁口婚装两房都未用中间楼层满五有钥匙随时,"天都花园 ,狮山",2室2厅 | 87平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,4人关注 / 14天以前发布,"近,地,铁",332.8万,单价38253元/平米,https://su.lianjia.com/ershoufang/107103711036.html
精装自住的三房，房子保养的很好。。。。。,"旭辉美澜城 ,郭巷",3室2厅 | 89.25平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,11人关注 / 15天以前发布,"V,R,房,源",227万,单价25435元/平米,https://su.lianjia.com/ershoufang/107103706182.html
双地铁口  精装40w婚房  洋房  得房率高  必看,"弘阳上湖 ,尹山湖",3室2厅 | 103.1平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,11人关注 / 9天以前发布,"近,地,铁",425万,单价41223元/平米,https://su.lianjia.com/ershoufang/107103734975.html
房屋格局好，交通便利，价格合适,"盘门新村 ,南门",2室1厅 | 53.5平米 | 东 南 | 简装 | 6层  | 板楼,4人关注 / 3天以前发布,"V,R,房,源",120万,单价22430元/平米,https://su.lianjia.com/ershoufang/107103772080.html
新上独墅湖南 阳光天地 湖景两房 尹山湖地铁口,"阳光天地 ,尹山湖",2室1厅 | 78.48平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,54人关注 / 11天以前发布,"近,地,铁",229万,单价29180元/平米,https://su.lianjia.com/ershoufang/107103724923.html
简单装修满二教科院草桥交通便利房东诚心出售,"翠锦苑 ,平江新城",2室1厅 | 74.51平米 | 南 | 简装 | 高楼层(共24层)  | 板楼,3人关注 / 9天以前发布,"V,R,房,源",210万,单价28185元/平米,https://su.lianjia.com/ershoufang/107103735732.html
市区一线河景低总价全明户型视野好房,"南环西路27号 ,南门",2室1厅 | 60.96平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 3天以前发布,"V,R,看,装,修",128万,单价20998元/平米,https://su.lianjia.com/ershoufang/107103773765.html
房东自主，装修维护好，诚心出售,"金辉融侨城 ,活力岛",3室1厅 | 98.46平米 | 南 | 精装 | 中楼层(共24层)  | 板楼,10人关注 / 14天以前发布,"V,R,看,装,修",247万,单价25087元/平米,https://su.lianjia.com/ershoufang/107103712160.html
楼层位置好，采光无遮挡，业主急售,"弘阳上湖 ,尹山湖",2室1厅 | 78.93平米 | 南 | 精装 | 低楼层(共35层)  | 板塔结合,17人关注 / 5天以前发布,"近,地,铁",233万,单价29520元/平米,https://su.lianjia.com/ershoufang/107103764107.html
急售蓝波湾一楼带阳光房 随时可签约,"森隆蓝波湾 ,张浦",2室1厅 | 89.95平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,19人关注 / 6天以前发布,"V,R,看,装,修",111.9万,单价12441元/平米,https://su.lianjia.com/ershoufang/107103746960.html
日本开发商，双套房设计高楼层景观好，满2年看房方便,"姑苏裕沁庭 ,活力岛",3室2厅 | 140.74平米 | 南 | 精装 | 31层  | 板塔结合,18人关注 / 15天以前发布,"近,地,铁",372万,单价26432元/平米,https://su.lianjia.com/ershoufang/107103707389.html
30 万硬装保养好 中间位置中间楼层 学Q 可用 看房随时,"中海国际社区（三区） ,湖东",3室2厅 | 126.9平米 | 南 | 精装 | 31层  | 板塔结合,6人关注 / 5天以前发布,"V,R,房,源",578万,单价45548元/平米,https://su.lianjia.com/ershoufang/107103751732.html
花桥新城区 绿地集团开发 一线精装江景房产证满两年,"绿地滨江雅苑 ,花桥",2室2厅 | 83.64平米 | 南 | 精装 | 高楼层(共35层)  | 板楼,2人关注 / 7天以前发布,"V,R,房,源",153万,单价18293元/平米,https://su.lianjia.com/ershoufang/107103745387.html
万科品质！凤凰楼层！高素质人居！品质通透3房！,"万科金域平江 ,平江新城",3室1厅 | 103.83平米 | 南 | 精装 | 高楼层(共35层)  | 板楼,9人关注 / 5天以前发布,"近,地,铁",420万,单价40451元/平米,https://su.lianjia.com/ershoufang/107103751782.html
晨曦馨苑精装修自住大三房 楼层好 位置好 急售,"晨曦馨苑 ,元和",3室2厅 | 121.17平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,4人关注 / 2天以前发布,"V,R,看,装,修",262万,单价21623元/平米,https://su.lianjia.com/ershoufang/107103775924.html
万科精装三房 户型方正 满五唯一 保养新 诚意出售,"万科金色里程 ,金阊新城",3室1厅 | 89.07平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,13人关注 / 7天以前发布,"V,R,看,装,修",223万,单价25037元/平米,https://su.lianjia.com/ershoufang/107103744996.html
春天花园精装两房，满五，全明户型，视野开阔采光佳,"首开班芙春天花园 ,活力岛",2室2厅 | 94.27平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,2人关注 / 7天以前发布,"V,R,房,源",210万,单价22277元/平米,https://su.lianjia.com/ershoufang/107103744482.html
园区金鸡湖街道 精装大三房 楼层采光好 出门轻轨5号线,"钟南花苑 ,东沙湖",3室2厅 | 98.09平米 | 南 北 | 精装 | 高楼层(共24层)  | 板塔结合,7人关注 / 5天以前发布,"V,R,房,源",368万,单价37517元/平米,https://su.lianjia.com/ershoufang/107103751233.html
方正户型 前排小高层 三开间朝南 精装 中上楼层,"太阳星辰花园天邑 ,东沙湖",3室2厅 | 114.1平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,7人关注 / 3天以前发布,"V,R,看,装,修",535万,单价46889元/平米,https://su.lianjia.com/ershoufang/107103771944.html
此房顶楼复式，精装修，地铁kou，楼层好，成熟地段,"巴里新村 ,胥江",3室1厅 | 69.6平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,83人关注 / 1个月以前发布,"V,R,房,源",168万,单价24138元/平米,https://su.lianjia.com/ershoufang/107103625319.html
业主诚意出售，采光好，位置好，看房有钥匙！,"加城花园 ,湖西CBD",3室2厅 | 128.29平米 | 南 北 | 精装 | 中楼层(共10层)  | 板塔结合,17人关注 / 18天以前发布,"V,R,房,源",840万,单价65477元/平米,https://su.lianjia.com/ershoufang/107103692647.html
3室户型 中高楼层 采光视野不错 房东诚售,"和泰家园 ,金阊新城",3室2厅 | 92.91平米 | 南 | 毛坯 | 高楼层(共30层)  | 板楼,2人关注 / 23天以前发布,"V,R,房,源",188万,单价20235元/平米,https://su.lianjia.com/ershoufang/107103670569.html
尚玲珑湖景房，满五年唯一省税费，保养新！,"玲珑湾花园十一区 ,玲珑",3室1厅 | 139.73平米 | 西南 | 精装 | 高楼层(共31层)  | 塔楼,8人关注 / 30天以前发布,"V,R,看,装,修",1028万,单价73571元/平米,https://su.lianjia.com/ershoufang/107103635582.html
此房满二，精装修三房，房东自住，拎包入住，人车分流,"佳兆业君汇上品 ,黄桥",3室1厅 | 86.5平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,1人关注 / 23天以前发布,"V,R,看,装,修",213万,单价24625元/平米,https://su.lianjia.com/ershoufang/107103668395.html
碧悦湾 大三房 纯毛坯 自己设计装修风格 房东诚心出售,"碧悦湾 ,张浦",3室2厅 | 120.25平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,1人关注 / 21天以前发布,"V,R,房,源",166.5万,单价13847元/平米,https://su.lianjia.com/ershoufang/107103680410.html
全新精装三楼复式带阁楼，平江路北石子街古色古香,"北石子街散盘 ,平江路",3室1厅 | 76.73平米 | 南 | 精装 | 低楼层(共3层)  | 板楼,30人关注 / 19天以前发布,"V,R,房,源",200万,单价26066元/平米,https://su.lianjia.com/ershoufang/107103689341.html
房东精心自住装修，近地铁站S1号线。,"花桥裕花园 ,花桥",3室1厅 | 88.1平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,8人关注 / 16天以前发布,"V,R,房,源",185万,单价20999元/平米,https://su.lianjia.com/ershoufang/107103703117.html
启航社U世代 3室2厅 南 北,"启航社U世代 ,花桥",3室2厅 | 84平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,7人关注 / 16天以前发布,"V,R,房,源",180万,单价21429元/平米,https://su.lianjia.com/ershoufang/107103703364.html
周定 推荐 精装两房 观景楼层 小区门口位置 随时看房,"香堤澜湾 ,青剑湖",2室2厅 | 78.56平米 | 南 | 精装 | 高楼层(共20层)  | 板楼,39人关注 / 19天以前发布,"V,R,房,源",188万,单价23931元/平米,https://su.lianjia.com/ershoufang/107103687449.html
小区中间，2+1户型，满5年，唯一，诚意出售,"鑫苑国际花园南区(虎丘区) ,枫桥",3室1厅 | 78.59平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,11人关注 / 19天以前发布,"V,R,看,装,修",235万,单价29903元/平米,https://su.lianjia.com/ershoufang/107103685370.html
融城花园 近地铁中上楼层 精装修 有钥匙随时看房,"金辉融侨城 ,活力岛",4室2厅 | 94.05平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,30人关注 / 25天以前发布,"近,地,铁",280万,单价29772元/平米,https://su.lianjia.com/ershoufang/107103660687.html
店长推荐房源满两年装修30W 景观房有钥匙随时看,"白塘壹号 ,白塘",3室2厅 | 117.03平米 | 南 | 精装 | 34层  | 板楼,15人关注 / 18天以前发布,"V,R,看,装,修",510万,单价43579元/平米,https://su.lianjia.com/ershoufang/107103694495.html
新区永旺 柠檬花园小三房 城铁新区站 有钥匙 诚售,"南山柠檬花园柠府 ,浒关",3室2厅 | 94.58平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,10人关注 / 18天以前发布,"V,R,房,源",238万,单价25164元/平米,https://su.lianjia.com/ershoufang/107103692274.html
奥体旁小高层精装大四房出售，全天采光，看房你说了算,"东湖林语 ,湖东CBD",4室2厅 | 137平米 | 南 | 精装 | 11层  | 板楼,28人关注 / 27天以前发布,"V,R,房,源",614万,单价44818元/平米,https://su.lianjia.com/ershoufang/107103650229.html
地铁口 保利品质 精装带地暖 湖景房  全天采光,"保利居上 ,尹山湖",4室2厅 | 140.14平米 | 南 北 | 精装 | 25层  | 板楼,4人关注 / 30天以前发布,"近,地,铁",413万,单价29471元/平米,https://su.lianjia.com/ershoufang/107103637675.html
康桥隔壁大平层，经典美式装修，满五唯一可小刀。,"鑫苑世家 ,花桥",3室2厅 | 136平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,19人关注 / 20天以前发布,"V,R,房,源",377万,单价27721元/平米,https://su.lianjia.com/ershoufang/107103681894.html
新上房源，双地铁口2号3号前排无遮挡,"盘蠡村 ,龙西",2室1厅 | 76.7平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 9天以前发布,"V,R,房,源",176万,单价22947元/平米,https://su.lianjia.com/ershoufang/107103737271.html
苏安中间位置，两房朝南，房东诚心出售，看中价格可谈,"苏安新村 ,东环",2室1厅 | 48.5平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,9人关注 / 13天以前发布,"V,R,房,源",125万,单价25774元/平米,https://su.lianjia.com/ershoufang/107103718481.html
苏高新天之运 4室2厅 南,"苏高新天之运 ,枫桥",4室2厅 | 148.07平米 | 南 | 毛坯 | 低楼层(共24层)  | 板楼,7人关注 / 15天以前发布,"V,R,看,装,修",358万,单价24178元/平米,https://su.lianjia.com/ershoufang/107103709455.html
振华平直，小户2房，看房方便，中间楼层，满2年,"苏医新村二区 ,十全街",2室1厅 | 54.02平米 | 南 | 精装 | 中楼层(共4层)  | 板塔结合,3人关注 / 5天以前发布,"近,地,铁",259万,单价47946元/平米,https://su.lianjia.com/ershoufang/107103762278.html
公务员小区免停车费 小区中间位置 正三房户型好 诚售,"东城郡 ,湖东CBD",3室2厅 | 135.31平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,21人关注 / 11天以前发布,"V,R,房,源",650万,单价48038元/平米,https://su.lianjia.com/ershoufang/107103726580.html
狮山新苑 三开间朝南电梯房，采光好，诚意出售！,"狮山新苑 ,狮山",3室2厅 | 114平米 | 南 | 简装 | 低楼层(共25层)  | 板楼,0人关注 / 14天以前发布,"V,R,房,源",468万,单价41053元/平米,https://su.lianjia.com/ershoufang/107103712831.html
该房正在安装电梯，大露台，大车库,"大众都市家园 ,玉山老城区",5室2厅 | 141.9平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,5人关注 / 14天以前发布,"V,R,房,源",365万,单价25723元/平米,https://su.lianjia.com/ershoufang/107103710919.html
好房诚售红星国际南北通风户型正气中上层全天阳光明媚,"红星国际生活广场 ,木渎",3室2厅 | 91.28平米 | 南 | 精装 | 高楼层(共30层)  | 板塔结合,3人关注 / 8天以前发布,"V,R,房,源",229万,单价25088元/平米,https://su.lianjia.com/ershoufang/107103738870.html
此房满两年，业主诚意出售，看房方便，满两年无增值税,"翰林缘 ,独墅湖高教区",3室1厅 | 118.37平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,19人关注 / 11天以前发布,"V,R,看,装,修",396万,单价33455元/平米,https://su.lianjia.com/ershoufang/107103725603.html
新浦花园 精装2房 中间楼层 看房方便,"新浦花园 ,周市",2室2厅 | 63.19平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 5天以前发布,"V,R,房,源",112万,单价17725元/平米,https://su.lianjia.com/ershoufang/107103750847.html
阿卡迪亚chao诚意卖的房东，没有之一！！！,"阿卡迪亚二区 ,青剑湖",3室2厅 | 88.43平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,17人关注 / 16天以前发布,"V,R,房,源",288万,单价32569元/平米,https://su.lianjia.com/ershoufang/107103705354.html
大润发旁 精装两房 户型方正 采光无遮挡 满五唯一,"文昌花园 ,浒关",2室1厅 | 87.98平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,9人关注 / 11天以前发布,"V,R,房,源",166万,单价18868元/平米,https://su.lianjia.com/ershoufang/107103725160.html
月亮湾3号美颂花园二期 3室2厅 南,"月亮湾3号美颂花园二期 ,独墅湖高教区",3室2厅 | 102.03平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,11人关注 / 8天以前发布,"近,地,铁",475万,单价46555元/平米,https://su.lianjia.com/ershoufang/107103741063.html
温馨两房，三开间朝南，满五唯一，业主诚意出售,"榭雨苑 ,东沙湖",2室2厅 | 84.78平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,16人关注 / 8天以前发布,"V,R,看,装,修",278万,单价32791元/平米,https://su.lianjia.com/ershoufang/107103742273.html
张家浜 带自行车库 中间楼层采光好,"张家浜 ,金门",2室1厅 | 64.9平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 7天以前发布,"V,R,看,装,修",155万,单价23883元/平米,https://su.lianjia.com/ershoufang/107103745539.html
单元楼，楼层中间位置 婚房装修2房朝南 精装3房。,"水韵新苑 ,胥江",3室2厅 | 94.5平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,9人关注 / 12天以前发布,"V,R,房,源",266万,单价28148元/平米,https://su.lianjia.com/ershoufang/107103722686.html
清水毛坯大两房，非顶楼，诚心出售,"香城花园三区 ,元和",2室1厅 | 97.91平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 5天以前发布,"V,R,看,装,修",226万,单价23083元/平米,https://su.lianjia.com/ershoufang/107103764052.html
满二年新出房源  西边周浦河湿地公园 采光好景观房,"祥瑞香逸尚城 ,花桥",2室1厅 | 65.71平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,5人关注 / 3天以前发布,"V,R,房,源",147万,单价22372元/平米,https://su.lianjia.com/ershoufang/107103769628.html
房东诚心出售  有钥匙看房很方便  中间楼层,"枫华紫园 ,木渎",2室2厅 | 88.34平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,2人关注 / 4天以前发布,"V,R,房,源",214万,单价24225元/平米,https://su.lianjia.com/ershoufang/107103765032.html
满五唯一 少个税，产权清晰，生活配套齐全,"国际华城 ,花桥",3室2厅 | 98.55平米 | 南 | 精装 | 低楼层(共16层)  | 板塔结合,13人关注 / 13天以前发布,"V,R,房,源",176万,单价17859元/平米,https://su.lianjia.com/ershoufang/107103716781.html
禧悦 大平层 四房两卫纯毛坯  近地铁三号线红塘广场！,"禧悦 ,狮山",4室2厅 | 168.58平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,9人关注 / 13天以前发布,"V,R,房,源",775万,单价45973元/平米,https://su.lianjia.com/ershoufang/107103714626.html
常发豪郡南区。朝南舒适，视野开阔，包括车位,"常发豪郡南区 ,陆家",2室2厅 | 73.87平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,3人关注 / 13天以前发布,"V,R,房,源",120万,单价16245元/平米,https://su.lianjia.com/ershoufang/107103716050.html
国际服装城A区 3室2厅 南 北,"国际服装城A区 ,元和",3室2厅 | 153.56平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,2人关注 / 11天以前发布,"近,地,铁",210万,单价13676元/平米,https://su.lianjia.com/ershoufang/107103726047.html
招商依山郡，方正三房，采光好，视野无遮挡！,"招商依山郡 ,浒墅关经济技术开发区",3室2厅 | 89.23平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,9人关注 / 9天以前发布,"V,R,看,装,修",195万,单价21854元/平米,https://su.lianjia.com/ershoufang/107103738026.html
彩香二村 位置好 出行方便 户型正气 诚心出售 精装,"彩香二村 ,金门",2室1厅 | 40.1平米 | 南 | 精装 | 7层  | 板楼,12人关注 / 2天以前发布,"V,R,房,源",98.8万,单价24639元/平米,https://su.lianjia.com/ershoufang/107103776367.html
东晶国际空中花园，买192平米，有三个露台,"东晶国际花园 ,开发区",5室2厅 | 192.56平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,5人关注 / 6天以前发布,"V,R,房,源",355万,单价18436元/平米,https://su.lianjia.com/ershoufang/107103749719.html
中梁香缇 3室1厅 南,"中梁香缇 ,狮山",3室1厅 | 89.27平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 11天以前发布,"近,地,铁",460万,单价51530元/平米,https://su.lianjia.com/ershoufang/107103726870.html
南山金城 F户型 视野采光都很好 装修新 拎包入住即可,"南山金城1958 ,金阊新城",3室2厅 | 85平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,12人关注 / 12天以前发布,"V,R,房,源",210万,单价24706元/平米,https://su.lianjia.com/ershoufang/107103720827.html
两房诚意出售，拎包入住，前后无遮挡,"万科魅力花园 ,花桥",2室2厅 | 66.14平米 | 南 | 简装 | 高楼层(共34层)  | 板塔结合,6人关注 / 4天以前发布,"V,R,房,源",140万,单价21168元/平米,https://su.lianjia.com/ershoufang/107103767127.html
精装洋房，满五年可报名，位置好，保养如新,"九龙仓时代上城 ,东沙湖",4室2厅 | 140.61平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,12人关注 / 15天以前发布,"V,R,房,源",752万,单价53482元/平米,https://su.lianjia.com/ershoufang/107103709795.html
玲珑湾花园六区 5室2厅 南,"玲珑湾花园六区 ,玲珑",5室2厅 | 233.71平米 | 南 | 精装 | 低楼层(共31层)  | 板楼,8人关注 / 9天以前发布,"V,R,房,源",1318万,单价56395元/平米,https://su.lianjia.com/ershoufang/107103736852.html
精装修三房，三开间朝南，全屋智能家居家电，位置好。,"新华苑 ,娄葑",3室2厅 | 121.94平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,87人关注 / 2个月以前发布,"V,R,看,装,修",327.8万,单价26883元/平米,https://su.lianjia.com/ershoufang/107103483170.html
姑苏区 古色古香 独栋别墅，护城河旁，视野开阔,"桂花新村 ,南门",4室2厅 | 467.3平米 | 南 | 简装 | 3层  | 板塔结合 | 独栋别墅 ,26人关注 / 6个月以前发布,"V,R,房,源",1520万,单价32528元/平米,https://su.lianjia.com/ershoufang/107103009634.html
香樟园 视野开阔一线湖景 业主诚心出售 提前约随时看,"小石城6区香樟园 ,城南",3室2厅 | 125.42平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,3人关注 / 5天以前发布,"V,R,看,装,修",280万,单价22325元/平米,https://su.lianjia.com/ershoufang/107103761776.html
万枫家园新出精装三房全明户型 房东诚心出售 看房方便,"万枫家园 ,狮山",3室2厅 | 103.67平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 8天以前发布,"V,R,房,源",245万,单价23633元/平米,https://su.lianjia.com/ershoufang/107103741782.html
月亮湾3号美颂花园二期 3室2厅 南,"月亮湾3号美颂花园二期 ,独墅湖高教区",3室2厅 | 99.92平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,11人关注 / 7天以前发布,"近,地,铁",489万,单价48940元/平米,https://su.lianjia.com/ershoufang/107103745250.html
水语金成小区中间位置精装诚心出售,"水语金成花园 ,浒关",3室1厅 | 92.73平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 8天以前发布,"近,地,铁",245万,单价26421元/平米,https://su.lianjia.com/ershoufang/107103739103.html
太阳城缘邑 3室2厅 南 北,"太阳城缘邑 ,东沙湖",3室2厅 | 108.41平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,3人关注 / 3天以前发布,"V,R,房,源",450万,单价41510元/平米,https://su.lianjia.com/ershoufang/107103771115.html
中上楼层 中间位置无遮挡 无噪音  满五唯一,"天筑家园北区 ,平江新城",3室2厅 | 149.86平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,31人关注 / 8天以前发布,"V,R,房,源",479万,单价31964元/平米,https://su.lianjia.com/ershoufang/107103742166.html
古宫新村 2室2厅 南 北,"古宫新村 ,黄埭",2室2厅 | 83.7平米 | 南 北 | 简装 | 低楼层(共17层)  | 塔楼,0人关注 / 8天以前发布,"V,R,房,源",140万,单价16727元/平米,https://su.lianjia.com/ershoufang/107103742521.html
